Question,Answer
I get nervous during tests and forget everything I studied.,"Stress is natural, but let’s focus on what you can control. What’s one small step you can take today?"
I can't focus while studying. My mind keeps wandering to other things.,Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
I’m so anxious about tomorrow’s mock test. What if I fail again?,Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
I’m so anxious about tomorrow’s mock test. What if I fail again?,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
I get distracted easily and end up wasting time. What should I do?,Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
I get nervous during tests and forget everything I studied.,"Stress is natural, but let’s focus on what you can control. What’s one small step you can take today?"
The syllabus feels overwhelming. I don't know where to start.,Distractions happen. Can we set up a schedule with specific study and break times?
How can I stop feeling so stressed about the competition?,Distractions happen. Can we set up a schedule with specific study and break times?
I scored so poorly last time. I feel like giving up.,What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
I can't sleep at night because of the constant worry about exams.,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
I’m so anxious about tomorrow’s mock test. What if I fail again?,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
The syllabus feels overwhelming. I don't know where to start.,Distractions happen. Can we set up a schedule with specific study and break times?
"I feel like no matter how hard I try, it's not enough.","Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I get nervous during tests and forget everything I studied.,Try writing down your worries before bed. This can help you relax and improve your sleep.
I can't sleep at night because of the constant worry about exams.,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
"I feel like no matter how hard I try, it's not enough.",Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I get nervous during tests and forget everything I studied.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
"I feel like no matter how hard I try, it's not enough.","Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I get distracted easily and end up wasting time. What should I do?,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
I can't sleep at night because of the constant worry about exams.,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
How can I stop feeling so stressed about the competition?,"Stress is natural, but let’s focus on what you can control. What’s one small step you can take today?"
I'm afraid of disappointing my family if I don’t succeed.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I'm afraid of disappointing my family if I don’t succeed.,Try writing down your worries before bed. This can help you relax and improve your sleep.
"I feel like no matter how hard I try, it's not enough.",Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I scored so poorly last time. I feel like giving up.,Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
"I feel like no matter how hard I try, it's not enough.",Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
The syllabus feels overwhelming. I don't know where to start.,"Stress is natural, but let’s focus on what you can control. What’s one small step you can take today?"
I scored so poorly last time. I feel like giving up.,Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
"I feel like no matter how hard I try, it's not enough.",Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
I’m so anxious about tomorrow’s mock test. What if I fail again?,Try writing down your worries before bed. This can help you relax and improve your sleep.
I'm afraid of disappointing my family if I don’t succeed.,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I get distracted easily and end up wasting time. What should I do?,Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
I get distracted easily and end up wasting time. What should I do?,Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
I get distracted easily and end up wasting time. What should I do?,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
How can I stop feeling so stressed about the competition?,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I'm afraid of disappointing my family if I don’t succeed.,"Stress is natural, but let’s focus on what you can control. What’s one small step you can take today?"
I’m so anxious about tomorrow’s mock test. What if I fail again?,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
"I feel like no matter how hard I try, it's not enough.",Distractions happen. Can we set up a schedule with specific study and break times?
The syllabus feels overwhelming. I don't know where to start.,What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
How can I stop feeling so stressed about the competition?,What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
I'm afraid of disappointing my family if I don’t succeed.,Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
I'm afraid of disappointing my family if I don’t succeed.,Try writing down your worries before bed. This can help you relax and improve your sleep.
"I feel like no matter how hard I try, it's not enough.","Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I’m so anxious about tomorrow’s mock test. What if I fail again?,Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
I can't sleep at night because of the constant worry about exams.,"Stress is natural, but let’s focus on what you can control. What’s one small step you can take today?"
I’m so anxious about tomorrow’s mock test. What if I fail again?,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
The syllabus feels overwhelming. I don't know where to start.,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I get distracted easily and end up wasting time. What should I do?,Distractions happen. Can we set up a schedule with specific study and break times?
I'm afraid of disappointing my family if I don’t succeed.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I can't sleep at night because of the constant worry about exams.,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
I get distracted easily and end up wasting time. What should I do?,Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
The syllabus feels overwhelming. I don't know where to start.,Try writing down your worries before bed. This can help you relax and improve your sleep.
I get nervous during tests and forget everything I studied.,Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
I'm afraid of disappointing my family if I don’t succeed.,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I'm afraid of disappointing my family if I don’t succeed.,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
I can't focus while studying. My mind keeps wandering to other things.,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
I get nervous during tests and forget everything I studied.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
"I feel like no matter how hard I try, it's not enough.","Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
"I feel like no matter how hard I try, it's not enough.","Stress is natural, but let’s focus on what you can control. What’s one small step you can take today?"
I can't focus while studying. My mind keeps wandering to other things.,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
The syllabus feels overwhelming. I don't know where to start.,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I can't focus while studying. My mind keeps wandering to other things.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I get distracted easily and end up wasting time. What should I do?,"Stress is natural, but let’s focus on what you can control. What’s one small step you can take today?"
I can't focus while studying. My mind keeps wandering to other things.,Try writing down your worries before bed. This can help you relax and improve your sleep.
I scored so poorly last time. I feel like giving up.,Try writing down your worries before bed. This can help you relax and improve your sleep.
"I feel like no matter how hard I try, it's not enough.","Stress is natural, but let’s focus on what you can control. What’s one small step you can take today?"
I can't sleep at night because of the constant worry about exams.,What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
I'm afraid of disappointing my family if I don’t succeed.,Distractions happen. Can we set up a schedule with specific study and break times?
I can't focus while studying. My mind keeps wandering to other things.,Distractions happen. Can we set up a schedule with specific study and break times?
I can't sleep at night because of the constant worry about exams.,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I get distracted easily and end up wasting time. What should I do?,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
How can I stop feeling so stressed about the competition?,Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
"I feel like no matter how hard I try, it's not enough.",Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
I scored so poorly last time. I feel like giving up.,Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
I can't sleep at night because of the constant worry about exams.,Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
I get distracted easily and end up wasting time. What should I do?,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
I can't focus while studying. My mind keeps wandering to other things.,Try writing down your worries before bed. This can help you relax and improve your sleep.
I'm afraid of disappointing my family if I don’t succeed.,Try writing down your worries before bed. This can help you relax and improve your sleep.
"I feel like no matter how hard I try, it's not enough.",Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
I'm afraid of disappointing my family if I don’t succeed.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I get distracted easily and end up wasting time. What should I do?,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I can't sleep at night because of the constant worry about exams.,"Stress is natural, but let’s focus on what you can control. What’s one small step you can take today?"
"I feel like no matter how hard I try, it's not enough.",Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
The syllabus feels overwhelming. I don't know where to start.,Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
I can't focus while studying. My mind keeps wandering to other things.,Distractions happen. Can we set up a schedule with specific study and break times?
How can I stop feeling so stressed about the competition?,Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
I get nervous during tests and forget everything I studied.,Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
I'm afraid of disappointing my family if I don’t succeed.,Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
I scored so poorly last time. I feel like giving up.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I scored so poorly last time. I feel like giving up.,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I get distracted easily and end up wasting time. What should I do?,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
I can't sleep at night because of the constant worry about exams.,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
"I feel like no matter how hard I try, it's not enough.",Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
I scored so poorly last time. I feel like giving up.,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
How can I stop feeling so stressed about the competition?,"Stress is natural, but let’s focus on what you can control. What’s one small step you can take today?"
I get nervous during tests and forget everything I studied.,Try writing down your worries before bed. This can help you relax and improve your sleep.
I scored so poorly last time. I feel like giving up.,Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
I scored so poorly last time. I feel like giving up.,Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
I can't focus while studying. My mind keeps wandering to other things.,Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
I can't focus while studying. My mind keeps wandering to other things.,Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
I can't focus while studying. My mind keeps wandering to other things.,Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
I'm afraid of disappointing my family if I don’t succeed.,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
"I feel like no matter how hard I try, it's not enough.",Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I scored so poorly last time. I feel like giving up.,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I can't focus while studying. My mind keeps wandering to other things.,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
The syllabus feels overwhelming. I don't know where to start.,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
I can't focus while studying. My mind keeps wandering to other things.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I scored so poorly last time. I feel like giving up.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I can't focus while studying. My mind keeps wandering to other things.,Distractions happen. Can we set up a schedule with specific study and break times?
I get distracted easily and end up wasting time. What should I do?,Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
I get nervous during tests and forget everything I studied.,Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
The syllabus feels overwhelming. I don't know where to start.,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
The syllabus feels overwhelming. I don't know where to start.,What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
I'm afraid of disappointing my family if I don’t succeed.,Try writing down your worries before bed. This can help you relax and improve your sleep.
I can't focus while studying. My mind keeps wandering to other things.,Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
I get distracted easily and end up wasting time. What should I do?,Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
I can't focus while studying. My mind keeps wandering to other things.,"Stress is natural, but let’s focus on what you can control. What’s one small step you can take today?"
I'm afraid of disappointing my family if I don’t succeed.,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
"I feel like no matter how hard I try, it's not enough.",Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
I can't sleep at night because of the constant worry about exams.,Try writing down your worries before bed. This can help you relax and improve your sleep.
"I feel like no matter how hard I try, it's not enough.",What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
I get distracted easily and end up wasting time. What should I do?,Distractions happen. Can we set up a schedule with specific study and break times?
The syllabus feels overwhelming. I don't know where to start.,"Stress is natural, but let’s focus on what you can control. What’s one small step you can take today?"
I can't focus while studying. My mind keeps wandering to other things.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
"I feel like no matter how hard I try, it's not enough.","Stress is natural, but let’s focus on what you can control. What’s one small step you can take today?"
How can I stop feeling so stressed about the competition?,Try writing down your worries before bed. This can help you relax and improve your sleep.
I can't focus while studying. My mind keeps wandering to other things.,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
I can't sleep at night because of the constant worry about exams.,"Stress is natural, but let’s focus on what you can control. What’s one small step you can take today?"
I can't sleep at night because of the constant worry about exams.,Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
"I feel like no matter how hard I try, it's not enough.","Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I can't sleep at night because of the constant worry about exams.,Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
I get nervous during tests and forget everything I studied.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I scored so poorly last time. I feel like giving up.,Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
I get nervous during tests and forget everything I studied.,Try writing down your worries before bed. This can help you relax and improve your sleep.
The syllabus feels overwhelming. I don't know where to start.,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
How can I stop feeling so stressed about the competition?,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I scored so poorly last time. I feel like giving up.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I get nervous during tests and forget everything I studied.,Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
The syllabus feels overwhelming. I don't know where to start.,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
I can't sleep at night because of the constant worry about exams.,Distractions happen. Can we set up a schedule with specific study and break times?
How can I stop feeling so stressed about the competition?,"Stress is natural, but let’s focus on what you can control. What’s one small step you can take today?"
I get nervous during tests and forget everything I studied.,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
I'm afraid of disappointing my family if I don’t succeed.,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I get distracted easily and end up wasting time. What should I do?,Distractions happen. Can we set up a schedule with specific study and break times?
The syllabus feels overwhelming. I don't know where to start.,Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
The syllabus feels overwhelming. I don't know where to start.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I scored so poorly last time. I feel like giving up.,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
I get nervous during tests and forget everything I studied.,"Stress is natural, but let’s focus on what you can control. What’s one small step you can take today?"
I can't focus while studying. My mind keeps wandering to other things.,What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
I can't sleep at night because of the constant worry about exams.,Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
I can't focus while studying. My mind keeps wandering to other things.,Try writing down your worries before bed. This can help you relax and improve your sleep.
I get nervous during tests and forget everything I studied.,"Stress is natural, but let’s focus on what you can control. What’s one small step you can take today?"
I’m so anxious about tomorrow’s mock test. What if I fail again?,Try writing down your worries before bed. This can help you relax and improve your sleep.
I can't sleep at night because of the constant worry about exams.,Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
I’m so anxious about tomorrow’s mock test. What if I fail again?,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I'm afraid of disappointing my family if I don’t succeed.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I get nervous during tests and forget everything I studied.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I’m so anxious about tomorrow’s mock test. What if I fail again?,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
"I feel like no matter how hard I try, it's not enough.",Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
I can't focus while studying. My mind keeps wandering to other things.,Distractions happen. Can we set up a schedule with specific study and break times?
I’m so anxious about tomorrow’s mock test. What if I fail again?,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I can't focus while studying. My mind keeps wandering to other things.,Try writing down your worries before bed. This can help you relax and improve your sleep.
I get distracted easily and end up wasting time. What should I do?,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I'm afraid of disappointing my family if I don’t succeed.,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I get nervous during tests and forget everything I studied.,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I get nervous during tests and forget everything I studied.,What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
I can't focus while studying. My mind keeps wandering to other things.,Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
The syllabus feels overwhelming. I don't know where to start.,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
How can I stop feeling so stressed about the competition?,Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
I scored so poorly last time. I feel like giving up.,Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
I’m so anxious about tomorrow’s mock test. What if I fail again?,What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
How can I stop feeling so stressed about the competition?,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
The syllabus feels overwhelming. I don't know where to start.,What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
"I feel like no matter how hard I try, it's not enough.",Try writing down your worries before bed. This can help you relax and improve your sleep.
I'm afraid of disappointing my family if I don’t succeed.,Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
I get nervous during tests and forget everything I studied.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
"I feel like no matter how hard I try, it's not enough.",Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
I get nervous during tests and forget everything I studied.,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
"I feel like no matter how hard I try, it's not enough.",What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
I can't focus while studying. My mind keeps wandering to other things.,What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
I get nervous during tests and forget everything I studied.,Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
I’m so anxious about tomorrow’s mock test. What if I fail again?,Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
"I feel like no matter how hard I try, it's not enough.",Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
I get distracted easily and end up wasting time. What should I do?,What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
I'm afraid of disappointing my family if I don’t succeed.,"Stress is natural, but let’s focus on what you can control. What’s one small step you can take today?"
I can't sleep at night because of the constant worry about exams.,Try writing down your worries before bed. This can help you relax and improve your sleep.
I'm afraid of disappointing my family if I don’t succeed.,Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
The syllabus feels overwhelming. I don't know where to start.,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I can't sleep at night because of the constant worry about exams.,"Stress is natural, but let’s focus on what you can control. What’s one small step you can take today?"
I'm afraid of disappointing my family if I don’t succeed.,Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
I scored so poorly last time. I feel like giving up.,Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
I get distracted easily and end up wasting time. What should I do?,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I get distracted easily and end up wasting time. What should I do?,Distractions happen. Can we set up a schedule with specific study and break times?
How can I stop feeling so stressed about the competition?,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I scored so poorly last time. I feel like giving up.,Try writing down your worries before bed. This can help you relax and improve your sleep.
I'm afraid of disappointing my family if I don’t succeed.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I’m so anxious about tomorrow’s mock test. What if I fail again?,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
The syllabus feels overwhelming. I don't know where to start.,Try writing down your worries before bed. This can help you relax and improve your sleep.
I can't focus while studying. My mind keeps wandering to other things.,"Stress is natural, but let’s focus on what you can control. What’s one small step you can take today?"
"I feel like no matter how hard I try, it's not enough.",Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
I get distracted easily and end up wasting time. What should I do?,What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
"I feel like no matter how hard I try, it's not enough.","Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I can't focus while studying. My mind keeps wandering to other things.,What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
I can't focus while studying. My mind keeps wandering to other things.,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
I can't sleep at night because of the constant worry about exams.,Distractions happen. Can we set up a schedule with specific study and break times?
The syllabus feels overwhelming. I don't know where to start.,Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
I scored so poorly last time. I feel like giving up.,What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
"I feel like no matter how hard I try, it's not enough.",Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
I scored so poorly last time. I feel like giving up.,Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
I can't sleep at night because of the constant worry about exams.,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
I scored so poorly last time. I feel like giving up.,Try writing down your worries before bed. This can help you relax and improve your sleep.
I can't sleep at night because of the constant worry about exams.,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
I'm afraid of disappointing my family if I don’t succeed.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I get distracted easily and end up wasting time. What should I do?,What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
I can't sleep at night because of the constant worry about exams.,Distractions happen. Can we set up a schedule with specific study and break times?
I get nervous during tests and forget everything I studied.,Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
The syllabus feels overwhelming. I don't know where to start.,Distractions happen. Can we set up a schedule with specific study and break times?
I'm afraid of disappointing my family if I don’t succeed.,Try writing down your worries before bed. This can help you relax and improve your sleep.
I get distracted easily and end up wasting time. What should I do?,Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
I get nervous during tests and forget everything I studied.,Try writing down your worries before bed. This can help you relax and improve your sleep.
I'm afraid of disappointing my family if I don’t succeed.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
"I feel like no matter how hard I try, it's not enough.",Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I get nervous during tests and forget everything I studied.,Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
The syllabus feels overwhelming. I don't know where to start.,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
The syllabus feels overwhelming. I don't know where to start.,Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
"I feel like no matter how hard I try, it's not enough.",Distractions happen. Can we set up a schedule with specific study and break times?
I get distracted easily and end up wasting time. What should I do?,What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
I can't sleep at night because of the constant worry about exams.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I can't focus while studying. My mind keeps wandering to other things.,Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
I get nervous during tests and forget everything I studied.,Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
I can't focus while studying. My mind keeps wandering to other things.,Distractions happen. Can we set up a schedule with specific study and break times?
The syllabus feels overwhelming. I don't know where to start.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
How can I stop feeling so stressed about the competition?,Distractions happen. Can we set up a schedule with specific study and break times?
The syllabus feels overwhelming. I don't know where to start.,What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
How can I stop feeling so stressed about the competition?,Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
I get nervous during tests and forget everything I studied.,What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
I can't sleep at night because of the constant worry about exams.,Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
I get nervous during tests and forget everything I studied.,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I get distracted easily and end up wasting time. What should I do?,Try writing down your worries before bed. This can help you relax and improve your sleep.
How can I stop feeling so stressed about the competition?,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I can't sleep at night because of the constant worry about exams.,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
How can I stop feeling so stressed about the competition?,Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
I get distracted easily and end up wasting time. What should I do?,Distractions happen. Can we set up a schedule with specific study and break times?
I can't focus while studying. My mind keeps wandering to other things.,Distractions happen. Can we set up a schedule with specific study and break times?
I get distracted easily and end up wasting time. What should I do?,Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
I get distracted easily and end up wasting time. What should I do?,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I can't sleep at night because of the constant worry about exams.,Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
I get distracted easily and end up wasting time. What should I do?,Try writing down your worries before bed. This can help you relax and improve your sleep.
The syllabus feels overwhelming. I don't know where to start.,Try writing down your worries before bed. This can help you relax and improve your sleep.
I’m so anxious about tomorrow’s mock test. What if I fail again?,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I get nervous during tests and forget everything I studied.,"Stress is natural, but let’s focus on what you can control. What’s one small step you can take today?"
"I feel like no matter how hard I try, it's not enough.",Distractions happen. Can we set up a schedule with specific study and break times?
I get distracted easily and end up wasting time. What should I do?,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
"I feel like no matter how hard I try, it's not enough.",Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
I'm afraid of disappointing my family if I don’t succeed.,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I get distracted easily and end up wasting time. What should I do?,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
I can't focus while studying. My mind keeps wandering to other things.,What evidence do you have that you will fail? Let’s focus on the preparation you’ve done so far.
How can I stop feeling so stressed about the competition?,Try writing down your worries before bed. This can help you relax and improve your sleep.
I’m so anxious about tomorrow’s mock test. What if I fail again?,Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
I can't focus while studying. My mind keeps wandering to other things.,Distractions happen. Can we set up a schedule with specific study and break times?
I can't sleep at night because of the constant worry about exams.,Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
I get distracted easily and end up wasting time. What should I do?,Try writing down your worries before bed. This can help you relax and improve your sleep.
I can't focus while studying. My mind keeps wandering to other things.,Try writing down your worries before bed. This can help you relax and improve your sleep.
